TIME,OPERATION,LAST NAME,FIRST NAME,RESULT
2014-02-05 04:45,New Entry,Lunsford, Jean,2014-02-05 01:07 -- Intent to Distribute; 2014-02-05 02:38 -- Breaking and Entering; 
2014-02-05 09:14,New Entry,Groves, Jermaine,2014-02-05 07:15 -- Tax Evasion; 2014-02-05 07:37 -- Vandalism; 
2014-02-05 03:39,Search,Lewis, Anthony,No record found.
2014-02-05 04:23,Search,Pfeiffer, Christina,1977-09-04 09:59 -- Intent to Distribute; 1983-04-05 06:45 -- Arson; 1988-06-01 17:43 -- Drunk Driving; 2002-05-15 08:07 -- Identity Theft; 2002-11-06 11:38 -- Money Laundering; 
2014-02-05 09:14,Search,Wright, Jon,No record found.
2014-02-05 13:59,Search,Derose, Bernard,No record found.
2014-02-05 16:27,Search,Niehaus, Shannon,No record found.
2014-02-05 17:33,Search,Parks, Miranda,1984-07-15 18:34 -- Identity Theft; 2001-09-11 09:33 -- Arson; 2004-07-25 20:57 -- Theft; 2012-11-20 16:45 -- Assault; 
2014-02-05 19:47,Search,Bundy, Harold,No record found.
2014-02-05 21:37,Record Updated,Louis, James,2014-02-05 21:37 -- Identity Theft
2014-02-05 22:28,Search,Richardson, Travis,No record found.
2014-02-05 23:20,Search,Salmeron, Cathy,No record found.
#######,,,,
2014-02-06 03:58,New Entry,Warren, William,2014-02-06 01:15 -- Money Laundering; 
2014-02-06 20:44,New Entry,Delossantos, Melvin,2014-02-06 14:06 -- Intent to Distribute; 
2014-02-06 06:17,Record Updated,Belvin, Irene,2014-02-06 06:17 -- Money Laundering
2014-02-06 06:35,Search,Murrill, Travis,No record found.
2014-02-06 07:18,Search,Stump, Annie,2012-12-20 11:22 -- Theft; 
2014-02-06 12:12,Search,Hickey, Reuben,No record found.
2014-02-06 18:44,Search,Williams, Glenda,No record found.
2014-02-06 19:15,Record Updated,Merlin, Elsie,2014-02-06 19:15 -- Vandalism
#######,,,,
2014-02-07 13:24,New Entry,Garza, Bernice,2014-02-07 02:02 -- Intent to Distribute; 2014-02-07 09:04 -- Identity Theft; 2014-02-07 09:41 -- Breaking and Entering; 
2014-02-07 23:29,New Entry,Wright, Lena,2014-02-07 11:25 -- Identity Theft; 2014-02-07 19:02 -- Possession; 
2014-02-07 02:17,Search,Hodson, Richard,No record found.
2014-02-07 03:07,Search,Mark, Bertha,No record found.
2014-02-07 07:11,Search,Brand, Marion,No record found.
2014-02-07 17:31,Search,Walden, Ruth,No record found.
#######,,,,
2014-02-08 11:09,New Entry,Hawley, Shirley,2014-02-08 05:25 -- Drunk Driving; 
2014-02-08 22:21,New Entry,Chung, Beth,2014-02-08 20:23 -- Money Laundering; 
2014-02-08 02:31,Record Deleted,Roe, Jasmine,1985-02-03 08:36 -- Arson; 1987-08-05 10:29 -- Arson; 
2014-02-08 04:25,Search,Stoner, Juanita,1996-08-03 08:50 -- Breaking and Entering; 2008-10-14 14:32 -- Tax Evasion; 
2014-02-08 05:03,Search,Cronin, Curtis,No record found.
2014-02-08 08:47,Search,Killian, Danny,No record found.
2014-02-08 11:37,Search,Blouin, Franklin,1980-02-10 11:14 -- Money Laundering; 1985-12-22 04:38 -- Tax Evasion; 1988-05-21 21:07 -- Identity Theft; 2000-04-06 16:15 -- Identity Theft; 
2014-02-08 19:40,Record Updated,Brake, Rene,2014-02-08 19:40 -- Tax Evasion
2014-02-08 19:55,Search,Hall, Kevin,No record found.
2014-02-08 20:04,Search,Simms, Robert,No record found.
2014-02-08 23:00,Search,Webber, Lucille,No record found.
#######,,,,
2014-02-09 10:47,New Entry,Damon, Jacob,2014-02-09 05:27 -- Money Laundering; 2014-02-09 06:32 -- Shoplifting; 
2014-02-09 12:33,New Entry,Zachery, Brian,2014-02-09 03:14 -- Identity Theft; 2014-02-09 10:51 -- Intent to Distribute; 
2014-02-09 22:12,New Entry,Derose, Bernard,2014-02-09 09:31 -- Money Laundering; 2014-02-09 15:45 -- Identity Theft; 2014-02-09 16:21 -- Vandalism; 
2014-02-09 02:32,Search,Martin, Billy,1980-11-23 04:21 -- Possession; 1995-04-14 04:08 -- Intent to Distribute; 2002-09-11 02:13 -- Intent to Distribute; 2004-06-26 22:52 -- Intent to Distribute; 2007-11-08 15:33 -- Breaking and Entering; 
2014-02-09 05:24,Search,Bates, Benjamin,No record found.
2014-02-09 08:38,Search,Rivera, Francisco,2014-01-24 02:45 -- Breaking and Entering; 2014-01-24 02:48 -- Arson; 
2014-02-09 09:40,Search,Smith, Robert,No record found.
2014-02-09 14:00,Search,Collins, Jo,No record found.
2014-02-09 15:31,Search,Martinson, Dianne,No record found.
#######,,,,
2014-02-10 13:31,New Entry,Schroeder, Stanley,2014-02-10 01:48 -- Vandalism; 
2014-02-10 13:46,New Entry,Blizzard, Eloise,2014-02-10 00:06 -- Intent to Distribute; 2014-02-10 10:36 -- Tax Evasion; 
2014-02-10 16:50,Search,Sanmiguel, Lillian,1986-08-30 15:34 -- Money Laundering; 1987-12-06 17:45 -- Grand Theft Auto; 1992-02-23 17:01 -- Theft; 2013-05-15 22:04 -- Grand Theft Auto; 2013-08-16 18:12 -- Assault; 
2014-02-10 16:56,Search,Manning, Jennifer,No record found.
#######,,,,
2014-02-11 05:50,New Entry,Cunningham, Gracie,2014-02-11 03:06 -- Shoplifting; 
2014-02-11 23:07,New Entry,Williamson, Sheila,2014-02-11 21:48 -- Money Laundering; 2014-02-11 22:14 -- Assault; 
2014-02-11 07:56,Search,Whittaker, Peggy,1993-09-21 14:00 -- Possession; 2001-01-20 21:38 -- Drunk Driving; 
2014-02-11 18:03,Search,Brown, Matthew,1994-11-29 09:04 -- Intent to Distribute; 1999-11-20 05:15 -- Tax Evasion; 
#######,,,,
2014-02-12 06:22,New Entry,Smith, Teresa,2014-02-12 00:30 -- Grand Theft Auto; 2014-02-12 02:14 -- Assault; 2014-02-12 02:35 -- Vandalism; 
2014-02-12 00:29,Record Deleted,Zaragoza, Robert,1981-07-21 06:08 -- Breaking and Entering; 1982-04-30 18:01 -- Vandalism; 1995-09-22 13:13 -- Shoplifting; 
2014-02-12 00:38,Search,Micheals, Chastity,No record found.
2014-02-12 00:43,Record Updated,Parra, Jessica,2014-02-12 00:43 -- Assault
2014-02-12 04:13,Search,Akins, Mandy,1979-05-01 05:13 -- Vandalism; 1982-06-16 23:56 -- Tax Evasion; 1997-09-12 07:20 -- Tax Evasion; 2009-12-02 01:51 -- Tax Evasion; 
2014-02-12 04:17,Record Updated,Stringham, Carol,2014-02-12 04:17 -- Tax Evasion
2014-02-12 06:48,Search,Hickman, Donald,No record found.
2014-02-12 20:54,Search,Bell, Mary,No record found.
2014-02-12 21:53,Search,Numbers, Enrique,1979-12-06 08:57 -- Possession; 1995-05-22 17:58 -- Intent to Distribute; 2000-03-26 20:41 -- Drunk Driving; 2004-11-03 19:16 -- Breaking and Entering; 2009-09-02 06:57 -- Identity Theft; 
#######,,,,
2014-02-13 05:52,New Entry,Bateman, Willie,2014-02-13 03:06 -- Breaking and Entering; 
2014-02-13 13:59,New Entry,Scott, Angel,2014-02-13 05:37 -- Shoplifting; 2014-02-13 07:08 -- Vandalism; 2014-02-13 10:32 -- Money Laundering; 
2014-02-13 23:43,New Entry,Overstreet, Ines,2014-02-13 03:51 -- Tax Evasion; 2014-02-13 19:22 -- Vandalism; 
2014-02-13 08:41,Search,Prescott, Trevor,No record found.
2014-02-13 18:21,Search,Huie, Kenneth,No record found.
2014-02-13 19:04,Search,Najera, Anthony,No record found.
#######,,,,
2014-02-14 07:04,New Entry,Nelson, Julie,2014-02-14 06:39 -- Shoplifting; 
2014-02-14 19:39,New Entry,Stone, Mary,2014-02-14 07:18 -- Money Laundering; 
2014-02-14 04:29,Search,Jenkins, Eli,No record found.
2014-02-14 05:54,Search,Peralta, Janice,No record found.
2014-02-14 09:07,Record Updated,Miller, William,2014-02-14 09:07 -- Possession
2014-02-14 09:45,Search,Delong, Edwin,No record found.
2014-02-14 10:12,Record Updated,Cronin, Christopher,2014-02-14 10:12 -- Theft
2014-02-14 12:45,Search,Jimerson, John,No record found.
2014-02-14 12:46,Search,Carter, Mary,No record found.
2014-02-14 12:48,Search,Slayton, Maria,No record found.
2014-02-14 16:53,Search,Smith, Greg,No record found.
#######,,,,
2014-02-15 03:10,New Entry,Moore, Darcie,2014-02-15 02:16 -- Intent to Distribute; 
2014-02-15 01:47,Search,Howley, Todd,No record found.
2014-02-15 06:18,Search,Wallis, Robert,No record found.
2014-02-15 11:27,Search,Palmer, Linda,No record found.
2014-02-15 14:46,Search,Young, Allie,No record found.
2014-02-15 14:53,Search,Blakeley, Nicole,No record found.
2014-02-15 16:29,Search,Carmichael, Debra,No record found.
2014-02-15 18:06,Search,Drake, Willie,No record found.
2014-02-15 18:28,Search,Costa, Kristie,No record found.
#######,,,,
2014-02-16 00:54,New Entry,Coleman, Abel,2014-02-16 00:18 -- Grand Theft Auto; 2014-02-16 00:37 -- Grand Theft Auto; 2014-02-16 00:39 -- Drunk Driving; 
2014-02-16 03:18,New Entry,Ball, Alberta,2014-02-16 01:01 -- Possession; 2014-02-16 01:43 -- Tax Evasion; 
2014-02-16 03:03,Search,Vaughan, Jennifer,No record found.
2014-02-16 09:41,Search,Chester, Michelle,2008-08-04 18:54 -- Grand Theft Auto; 
2014-02-16 15:49,Search,Parker, Lynda,No record found.
#######,,,,
2014-02-17 10:48,New Entry,Powers, William,2014-02-17 04:11 -- Assault; 2014-02-17 06:59 -- Intent to Distribute; 
2014-02-17 16:21,New Entry,Parson, Daisy,2014-02-17 01:15 -- Identity Theft; 2014-02-17 04:18 -- Identity Theft; 2014-02-17 06:23 -- Shoplifting; 
2014-02-17 22:31,New Entry,Fox, Aaron,2014-02-17 17:05 -- Arson; 2014-02-17 18:34 -- Breaking and Entering; 2014-02-17 19:00 -- Money Laundering; 
2014-02-17 03:31,Search,Bortz, Anthony,1979-11-02 21:26 -- Drunk Driving; 1991-07-05 23:58 -- Intent to Distribute; 2008-07-27 09:28 -- Tax Evasion; 2010-06-15 12:22 -- Possession; 
2014-02-17 16:09,Search,Jones, Cruz,No record found.
2014-02-17 16:28,Search,Tuttle, Deborah,1980-02-22 17:39 -- Possession; 
#######,,,,
2014-02-18 02:20,New Entry,Smith, Charles,2014-02-18 02:11 -- Tax Evasion; 
2014-02-18 10:58,New Entry,Barnett, Stephen,2014-02-18 10:04 -- Money Laundering; 
2014-02-18 23:26,New Entry,Spade, William,2014-02-18 14:01 -- Arson; 
2014-02-18 13:06,Search,Reeves, Donna,No record found.
#######,,,,
2014-02-19 02:06,New Entry,Church, Justin,2014-02-19 01:23 -- Vandalism; 2014-02-19 01:41 -- Theft; 
2014-02-19 09:47,New Entry,Martinez, Ralph,2014-02-19 01:27 -- Shoplifting; 2014-02-19 03:09 -- Intent to Distribute; 2014-02-19 03:26 -- Shoplifting; 
2014-02-19 16:10,New Entry,Monroe, Stephen,2014-02-19 07:41 -- Money Laundering; 
2014-02-19 13:36,Search,Dixon, Peter,No record found.
2014-02-19 13:37,Search,Bartholomew, Janice,No record found.
2014-02-19 14:42,Search,Wright, Bryan,No record found.
2014-02-19 19:36,Search,Teneyck, John,No record found.
2014-02-19 21:10,Search,Carter, Lisa,No record found.
#######,,,,
2014-02-20 04:56,New Entry,Bollinger, Irene,2014-02-20 02:14 -- Tax Evasion; 2014-02-20 03:24 -- Intent to Distribute; 2014-02-20 03:49 -- Theft; 
2014-02-20 10:52,New Entry,Clark, Carrie,2014-02-20 09:00 -- Theft; 
2014-02-20 04:19,Search,Marquette, Wilfred,No record found.
2014-02-20 11:03,Search,Ellingson, Terrance,No record found.
2014-02-20 11:08,Search,Phillips, Faustino,No record found.
2014-02-20 17:56,Search,Moree, Mark,No record found.
2014-02-20 22:12,Search,McLaren, Norman,1991-12-21 19:41 -- Breaking and Entering; 1995-03-27 22:45 -- Money Laundering; 2002-05-01 09:58 -- Possession; 
2014-02-20 22:17,Search,Phillips, Leo,No record found.
2014-02-20 22:24,Search,Wheeler, Lisa,No record found.
2014-02-20 22:41,Search,Jenkins, Eli,No record found.
#######,,,,
2014-02-21 11:00,New Entry,Huggins, Maria,2014-02-21 03:45 -- Shoplifting; 
2014-02-21 15:48,New Entry,Faulkner, Stacy,2014-02-21 01:04 -- Identity Theft; 2014-02-21 14:11 -- Vandalism; 
2014-02-21 11:33,Search,Tharp, Phoebe,No record found.
2014-02-21 11:39,Record Updated,Bates, Kimberly,2014-02-21 11:39 -- Possession
2014-02-21 17:11,Search,Leonard, Roman,1983-01-22 08:58 -- Drunk Driving; 1986-08-11 11:39 -- Grand Theft Auto; 1990-10-28 07:48 -- Tax Evasion; 2000-10-17 23:07 -- Grand Theft Auto; 
2014-02-21 23:00,Search,Summers, Kimberly,No record found.
#######,,,,
2014-02-22 02:00,New Entry,Sacks, George,2014-02-22 01:25 -- Drunk Driving; 
2014-02-22 13:43,New Entry,Thornton, Mildred,2014-02-22 02:41 -- Money Laundering; 2014-02-22 07:43 -- Vandalism; 
2014-02-22 17:57,New Entry,Lombard, David,2014-02-22 05:21 -- Theft; 2014-02-22 10:56 -- Grand Theft Auto; 2014-02-22 14:56 -- Identity Theft; 
2014-02-22 00:47,Search,Baxter, Jose,1981-07-14 16:57 -- Arson; 1985-09-08 02:19 -- Arson; 2002-04-15 22:24 -- Vandalism; 
2014-02-22 02:57,Search,Bradford, Jeannie,1988-05-23 21:55 -- Theft; 1991-07-06 16:55 -- Assault; 1992-01-06 18:02 -- Shoplifting; 2005-01-17 06:20 -- Breaking and Entering; 2007-12-28 12:53 -- Breaking and Entering; 
2014-02-22 05:51,Record Deleted,Owens, Bob,1990-12-25 09:01 -- Shoplifting; 
2014-02-22 10:49,Search,Ferguson, Brandy,No record found.
2014-02-22 15:13,Search,Myers, Eduardo,No record found.
2014-02-22 15:52,Search,Pointer, Randy,1976-05-18 15:41 -- Drunk Driving; 1985-07-13 23:35 -- Drunk Driving; 2001-04-05 02:30 -- Vandalism; 2005-06-05 04:47 -- Drunk Driving; 2008-01-22 01:40 -- Assault; 
#######,,,,
2014-02-23 14:24,New Entry,Wright, Christopher,2014-02-23 03:42 -- Tax Evasion; 2014-02-23 04:53 -- Possession; 
2014-02-23 19:20,New Entry,Newlin, Paul,2014-02-23 02:46 -- Drunk Driving; 2014-02-23 08:43 -- Drunk Driving; 2014-02-23 15:17 -- Possession; 
2014-02-23 00:49,Search,Leon, Jean,No record found.
2014-02-23 05:29,Search,Martinez, Jeffery,No record found.
2014-02-23 06:30,Search,Spencer, Annie,No record found.
2014-02-23 20:41,Search,Tarbell, Chuck,No record found.
2014-02-23 21:41,Search,Carey, Margaret,No record found.
#######,,,,
2014-02-24 11:30,New Entry,Behan, Philip,2014-02-24 09:23 -- Identity Theft; 
2014-02-24 08:52,Record Deleted,Shinn, Ofelia,1995-07-20 22:49 -- Tax Evasion; 2007-06-22 14:25 -- Money Laundering; 
2014-02-24 22:11,Search,Mix, Jeanette,No record found.
#######,,,,
2014-02-25 10:13,New Entry,Warner, Nick,2014-02-25 00:03 -- Theft; 2014-02-25 05:55 -- Drunk Driving; 
2014-02-25 18:06,Search,Davis, Marlin,No record found.
#######,,,,
2014-02-26 15:51,New Entry,Losey, Robert,2014-02-26 03:05 -- Assault; 
2014-02-26 21:52,New Entry,Hall, Donna,2014-02-26 12:19 -- Possession; 2014-02-26 16:46 -- Vandalism; 
2014-02-26 02:38,Search,Killingsworth, David,No record found.
2014-02-26 04:16,Search,Williams, Martha,No record found.
2014-02-26 05:45,Search,Finn, Alicia,No record found.
2014-02-26 13:04,Search,Rogers, David,No record found.
2014-02-26 14:26,Search,Curry, Angel,1985-02-01 23:21 -- Intent to Distribute; 1987-06-24 14:45 -- Possession; 1994-12-21 10:10 -- Breaking and Entering; 2012-12-02 02:55 -- Breaking and Entering; 
2014-02-26 16:22,Search,Keo, John,No record found.
2014-02-26 18:18,Search,Akins, Mandy,1979-05-01 05:13 -- Vandalism; 1982-06-16 23:56 -- Tax Evasion; 1997-09-12 07:20 -- Tax Evasion; 2009-12-02 01:51 -- Tax Evasion; 
2014-02-26 19:10,Search,Killingsworth, David,No record found.
2014-02-26 22:16,Search,Jacobs, Theresa,No record found.
2014-02-26 23:29,Search,Gill, Kevin,No record found.
#######,,,,
2014-02-27 09:23,New Entry,Jacobs, Kevin,2014-02-27 02:14 -- Assault; 2014-02-27 08:54 -- Identity Theft; 
2014-02-27 17:05,New Entry,Moore, Michael,2014-02-27 10:13 -- Intent to Distribute; 
2014-02-27 09:54,Record Updated,Nunez, Moriah,2014-02-27 09:54 -- Breaking and Entering
2014-02-27 10:57,Search,Davis, Louise,No record found.
2014-02-27 11:23,Search,Miller, Thomas,No record found.
#######,,,,
2014-02-28 10:13,New Entry,Seda, Earl,2014-02-28 01:58 -- Arson; 2014-02-28 03:13 -- Money Laundering; 
2014-02-28 17:54,New Entry,Leishman, Donna,2014-02-28 00:28 -- Drunk Driving; 2014-02-28 07:15 -- Grand Theft Auto; 
2014-02-28 22:35,New Entry,Hargett, Susana,2014-02-28 04:49 -- Identity Theft; 2014-02-28 05:59 -- Possession; 2014-02-28 08:51 -- Theft; 
2014-02-28 03:52,Search,Reynolds, Dorothy,1995-01-04 21:10 -- Money Laundering; 2007-12-15 02:50 -- Theft; 
2014-02-28 10:47,Search,Miranda, Louise,2014-01-04 05:35 -- Arson; 2014-01-04 13:14 -- Breaking and Entering; 
#######,,,,
2014-03-01 09:45,New Entry,Myers, Carlos,2014-03-01 00:25 -- Grand Theft Auto; 2014-03-01 08:12 -- Vandalism; 2014-03-01 09:07 -- Shoplifting; 
2014-03-01 16:08,New Entry,Barnes, Enid,2014-03-01 04:39 -- Breaking and Entering; 2014-03-01 15:04 -- Possession; 
2014-03-01 06:27,Search,Wertz, Joel,No record found.
2014-03-01 06:38,Search,Osborne, Laura,No record found.
2014-03-01 07:36,Search,Trudeau, Arthur,No record found.
2014-03-01 10:50,Search,Smith, Benjamin,No record found.
2014-03-01 11:49,Search,Dixon, Joyce,No record found.
2014-03-01 11:54,Search,Sanchez, Robin,1984-10-06 02:23 -- Assault; 2002-03-04 12:10 -- Money Laundering; 2013-03-21 11:37 -- Drunk Driving; 
2014-03-01 15:00,Search,Matlock, Terry,No record found.
2014-03-01 15:29,Search,Campbell, Cheryl,No record found.
2014-03-01 20:10,Search,Henry, Patricia,No record found.
2014-03-01 20:12,Search,Welch, Annie,No record found.
#######,,,,
2014-03-02 05:47,New Entry,Sheppard, Gloria,2014-03-02 01:38 -- Arson; 2014-03-02 03:39 -- Assault; 
2014-03-02 17:04,New Entry,Kerr, Sherrie,2014-03-02 02:03 -- Breaking and Entering; 
2014-03-02 02:58,Record Updated,King, Henry,2014-03-02 02:58 -- Tax Evasion
2014-03-02 20:30,Search,Duff, Martha,1992-01-25 14:49 -- Money Laundering; 2001-04-21 01:34 -- Grand Theft Auto; 2005-07-24 18:10 -- Arson; 2010-08-04 23:45 -- Breaking and Entering; 
#######,,,,
2014-03-03 20:06,New Entry,Puglisi, Mabelle,2014-03-03 04:27 -- Possession; 2014-03-03 17:33 -- Assault; 
2014-03-03 07:38,Search,Cox, Isidro,1977-09-25 10:45 -- Drunk Driving; 1979-09-10 00:12 -- Possession; 2003-04-09 20:00 -- Tax Evasion; 
#######,,,,
2014-03-04 02:52,New Entry,Renaud, Fernando,2014-03-04 00:47 -- Money Laundering; 2014-03-04 01:32 -- Identity Theft; 
2014-03-04 06:51,New Entry,Henry, Russell,2014-03-04 00:29 -- Possession; 2014-03-04 02:40 -- Money Laundering; 2014-03-04 05:10 -- Assault; 
2014-03-04 10:54,New Entry,Gale, Ulysses,2014-03-04 02:18 -- Theft; 2014-03-04 03:53 -- Grand Theft Auto; 2014-03-04 08:14 -- Intent to Distribute; 
2014-03-04 02:02,Record Updated,Boggs, Calvin,2014-03-04 02:02 -- Intent to Distribute
2014-03-04 08:47,Record Deleted,Fletcher, Beatrice,1981-04-07 16:49 -- Breaking and Entering; 1984-10-11 23:00 -- Arson; 1995-02-10 10:21 -- Arson; 
2014-03-04 10:33,Search,Thaxton, Frank,No record found.
2014-03-04 11:07,Search,Castillo, William,No record found.
2014-03-04 11:32,Record Updated,Jackson, Lyle,2014-03-04 11:32 -- Vandalism
2014-03-04 15:23,Search,Thompson, Patricia,No record found.
2014-03-04 19:19,Search,Williams, Glenda,No record found.
2014-03-04 22:04,Search,Harmon, Thomas,1979-12-29 07:19 -- Identity Theft; 1981-01-31 20:48 -- Possession; 1987-03-25 14:04 -- Identity Theft; 2008-05-17 00:25 -- Breaking and Entering; 
#######,,,,
2014-03-05 00:39,New Entry,McKelvey, Zachary,2014-03-05 00:08 -- Identity Theft; 2014-03-05 00:16 -- Arson; 2014-03-05 00:26 -- Drunk Driving; 
2014-03-05 00:52,New Entry,Dent, Mary,2014-03-05 00:32 -- Vandalism; 
2014-03-05 00:28,Search,Roy, Bernard,1987-01-22 00:00 -- Assault; 1994-03-23 09:41 -- Tax Evasion; 1995-11-19 01:11 -- Intent to Distribute; 2004-07-15 01:04 -- Identity Theft; 
2014-03-05 01:15,Search,McNeal, Margie,1994-11-21 23:45 -- Grand Theft Auto; 1998-07-29 13:01 -- Drunk Driving; 1998-09-30 21:49 -- Tax Evasion; 1999-11-01 22:03 -- Identity Theft; 
2014-03-05 09:10,Record Updated,Chambers, Karen,2014-03-05 09:10 -- Possession
2014-03-05 13:13,Record Updated,Moorman, Joanne,2014-03-05 13:13 -- Drunk Driving
2014-03-05 18:38,Search,Joyal, Warren,No record found.
2014-03-05 21:39,Search,Boyd, Stephanie,No record found.
#######,,,,
2014-03-06 13:09,New Entry,Latham, Tiffany,2014-03-06 07:06 -- Arson; 2014-03-06 10:17 -- Money Laundering; 
2014-03-06 19:14,New Entry,Hall, Virginia,2014-03-06 03:48 -- Assault; 2014-03-06 05:30 -- Possession; 2014-03-06 13:01 -- Assault; 
2014-03-06 22:42,New Entry,Allen, Alexander,2014-03-06 02:30 -- Tax Evasion; 2014-03-06 04:55 -- Shoplifting; 2014-03-06 14:44 -- Identity Theft; 
2014-03-06 08:15,Search,Giles, Tyrone,No record found.
2014-03-06 18:07,Search,Evans, Manuel,2008-04-04 09:59 -- Tax Evasion; 2013-09-22 00:38 -- Assault; 
2014-03-06 23:12,Search,Woolley, Jose,1994-11-30 13:50 -- Tax Evasion; 2012-12-20 18:38 -- Money Laundering; 
#######,,,,
2014-03-07 04:34,New Entry,Richards, Gregg,2014-03-07 04:27 -- Money Laundering; 
2014-03-07 04:11,Search,Saenz, Laura,No record found.
2014-03-07 20:11,Search,Choe, John,No record found.
#######,,,,
2014-03-08 03:56,New Entry,Forbes, Elijah,2014-03-08 01:17 -- Possession; 2014-03-08 01:44 -- Intent to Distribute; 2014-03-08 02:20 -- Intent to Distribute; 
2014-03-08 04:27,Search,Gifford, Eddie,No record found.
2014-03-08 12:29,Record Updated,Byrd, Gerald,2014-03-08 12:29 -- Shoplifting
2014-03-08 15:02,Search,Vicente, Barry,1982-07-22 01:03 -- Identity Theft; 1984-08-18 20:54 -- Vandalism; 1991-07-01 22:41 -- Tax Evasion; 1996-07-12 08:31 -- Arson; 2003-08-30 03:56 -- Money Laundering; 
